,"
UF","
Código do Município","
Município",Fevereiro/2025,Pop IBGE 2024,%,
,PR,412170,Pr-Reserva,3.398,24.851,"13,67%",
,PR,412175,Pr-Reserva do Iguacu,724,6.543,"11,07%",
,PR,412180,Pr-Ribeirao Claro,2.687,12.770,"21,04%",
,PR,412190,Pr-Ribeirao do Pinhal,1.396,13.180,"10,59%",
,PR,412200,Pr-Rio Azul,1.961,14.214,"13,80%",
,PR,412210,Pr-Rio Bom,313,3.223,"9,71%",
,PR,412215,Pr-Rio Bonito do Iguacu,878,14.234,"6,17%",
,PR,412217,Pr-Rio Branco do Ivai,303,3.850,"7,87%",
,PR,412220,Pr-Rio Branco do Sul,6.022,39.307,"15,32%",
,PR,412230,Pr-Rio Negro,7.918,31.992,"24,75%",
,PR,412240,Pr-Rolandia,25.865,74.935,"34,52%",
,PR,412250,Pr-Roncador,1.414,11.371,"12,44%",
,PR,412260,Pr-Rondon,3.217,9.240,"34,82%",
,PR,412265,Pr-Rosario do Ivai,534,5.491,"9,73%",92
,PR,412270,Pr-Sabaudia,4.073,9.320,"43,70%",
,PR,412280,Pr-Salgado Filho,541,4.097,"13,20%",
,PR,412290,Pr-Salto do Itarare,413,5.267,"7,84%",
,PR,412300,Pr-Salto do Lontra,2.707,15.636,"17,31%",
,PR,412310,Pr-Santa Amelia,262,3.386,"7,74%",
,PR,412320,Pr-Santa Cecilia do Pavao,277,3.375,"8,21%",
,PR,412330,Pr-Santa Cruz de Monte Castelo,1.172,8.806,"13,31%",
,PR,412340,Pr-Santa Fe,2.519,11.669,"21,59%",
,PR,412350,Pr-Santa Helena,5.237,26.341,"19,88%",
,PR,412360,Pr-Santa Ines,63,1.760,"3,58%",
,PR,412370,Pr-Santa Isabel do Ivai,1.316,9.059,"14,53%",
,PR,412380,Pr-Santa Izabel do Oeste,2.349,14.385,"16,33%",
,PR,412382,Pr-Santa Lucia,390,3.657,"10,66%",
,PR,412385,Pr-Santa Maria do Oeste,704,9.985,"7,05%",
,PR,412390,Pr-Santa Mariana,1.374,11.034,"12,45%",
,PR,412395,Pr-Santa Monica,426,3.373,"12,63%",
,PR,412400,Pr-Santana do Itarare,609,5.628,"10,82%",
,PR,412402,Pr-Santa Tereza do Oeste,2.711,13.749,"19,72%",
,PR,412405,Pr-Santa Terezinha de Itaipu,3.197,25.055,"12,76%",
,PR,412410,Pr-Santo Antonio da Platina,11.287,45.534,"24,79%",
,PR,412420,Pr-Santo Antonio do Caiua,188,2.496,"7,53%",
,PR,412430,Pr-Santo Antonio do Paraiso,302,2.116,"14,27%",
,PR,412440,Pr-Santo Antonio do Sudoeste,4.603,24.644,"18,68%",
,PR,412450,Pr-Santo Inacio,4.645,6.397,"72,61%",
,PR,412460,Pr-Sao Carlos do Ivai,1.780,6.712,"26,52%",
,PR,412470,Pr-Sao Jeronimo da Serra,722,10.913,"6,62%",
,PR,412480,Pr-Sao Joao,4.089,12.230,"33,43%",
,PR,412490,Pr-Sao Joao do Caiua,632,5.620,"11,25%",
,PR,412500,Pr-Sao Joao do Ivai,1.217,10.700,"11,37%",
,PR,412510,Pr-Sao Joao do Triunfo,927,13.923,"6,66%",
,PR,412520,Pr-Sao Jorge D Oeste,2.139,9.550,"22,40%",
,PR,412530,Pr-Sao Jorge do Ivai,780,5.193,"15,02%",
,PR,412535,Pr-Sao Jorge do Patrocinio,781,6.659,"11,73%",
,PR,412540,Pr-Sao Jose da Boa Vista,545,6.060,"8,99%",
,PR,412545,Pr-Sao Jose das Palmeiras,295,4.030,"7,32%",
,PR,412550,Pr-Sao Jose dos Pinhais,122.715,345.644,"35,50%",
,PR,412555,Pr-Sao Manoel do Parana,355,2.173,"16,34%",
,PR,412560,Pr-Sao Mateus do Sul,11.580,43.413,"26,67%",
,PR,412570,Pr-Sao Miguel do Iguacu,7.172,30.198,"23,75%",
,PR,412575,Pr-Sao Pedro do Iguacu,554,5.769,"9,60%",
,PR,412580,Pr-Sao Pedro do Ivai,1.595,8.611,"18,52%",
,PR,412590,Pr-Sao Pedro do Parana,472,2.722,"17,34%",
,PR,412600,Pr-Sao Sebastiao da Amoreira,1.032,8.100,"12,74%",
,PR,412610,Pr-Sao Tome,725,5.290,"13,71%",
,PR,412620,Pr-Sapopema,1.246,6.784,"18,37%",
,PR,412625,Pr-Sarandi,14.122,125.785,"11,23%",
,PR,412627,Pr-Saudade do Iguacu,864,6.342,"13,62%",
,PR,412630,Pr-Senges,4.917,17.344,"28,35%",
,PR,412635,Pr-Serranopolis do Iguacu,459,5.138,"8,93%",
,PR,412640,Pr-Sertaneja,825,5.667,"14,56%",
,PR,412650,Pr-Sertanopolis,4.236,16.183,"26,18%",
,PR,412660,Pr-Siqueira Campos,6.991,23.712,"29,48%",
,PR,412665,Pr-Sulina,430,3.495,"12,30%",
,PR,412667,Pr-Tamarana,1.352,10.645,"12,70%",
,PR,412670,Pr-Tamboara,749,4.979,"15,04%",
,PR,412680,Pr-Tapejara,4.470,16.255,"27,50%",
,PR,412690,Pr-Tapira,735,5.813,"12,64%",
,PR,412700,Pr-Teixeira Soares,1.681,9.581,"17,55%",
,PR,412710,Pr-Telemaco Borba,20.061,77.182,"25,99%",
,PR,412720,Pr-Terra Boa,5.145,18.048,"28,51%",
,PR,412730,Pr-Terra Rica,2.593,14.989,"17,30%",
,PR,412740,Pr-Terra Roxa,2.877,18.548,"15,51%",
,PR,412750,Pr-Tibagi,3.584,20.304,"17,65%",
,PR,412760,Pr-Tijucas do Sul,2.047,18.279,"11,20%",
,PR,412770,Pr-Toledo,64.993,158.620,"40,97%",
,PR,412780,Pr-Tomazina,1.057,8.495,"12,44%",
,PR,412785,Pr-Tres Barras do Parana,1.439,11.197,"12,85%",
,PR,412788,Pr-Tunas do Parana,1.147,6.302,"18,20%",
,PR,412790,Pr-Tuneiras do Oeste,538,8.095,"6,65%",
,PR,412795,Pr-Tupassi,1.095,8.204,"13,35%",
,PR,412796,Pr-Turvo,1.981,14.443,"13,72%",
,PR,412800,Pr-Ubirata,8.835,25.517,"34,62%",
,PR,412810,Pr-Umuarama,34.990,121.972,"28,69%",
,PR,412820,Pr-Uniao da Vitoria,15.703,56.397,"27,84%",
,PR,412830,Pr-Uniflor,160,2.121,"7,54%",
,PR,412840,Pr-Urai,1.391,10.407,"13,37%",
,PR,412850,Pr-Wenceslau Braz,3.571,19.430,"18,38%",
,PR,412853,Pr-Ventania,2.382,9.779,"24,36%",
,PR,412855,Pr-Vera Cruz do Oeste,887,8.227,"10,78%",
,PR,412860,Pr-Vere,1.434,8.051,"17,81%",
,PR,412862,Pr-Alto Paraiso,532,3.077,"17,29%",
,PR,412863,Pr-Doutor Ulysses,224,5.773,"3,88%",
,PR,412865,Pr-Virmond,453,3.842,"11,79%",
,PR,412870,Pr-Vitorino,2.021,10.280,"19,66%",
,PR,412880,Pr-Xambre,699,5.851,"11,95%",
,SC,420005,Sc-Abdon Batista,313,2.633,"11,89%",
,SC,420010,Sc-Abelardo Luz,4.746,17.736,"26,76%",
,SC,420020,Sc-Agrolandia,3.713,11.491,"32,31%",
,SC,420030,Sc-Agronomica,1.080,6.394,"16,89%",
,SC,420040,Sc-Agua Doce,2.057,6.625,"31,05%",
,SC,420050,Sc-Aguas de Chapeco,493,6.128,"8,05%",
,SC,420055,Sc-Aguas Frias,628,2.963,"21,19%",
,SC,420060,Sc-Aguas Mornas,1.288,7.082,"18,19%",
,SC,420070,Sc-Alfredo Wagner,1.220,10.862,"11,23%",
,SC,420075,Sc-Alto Bela Vista,204,1.860,"10,97%",
,SC,420080,Sc-Anchieta,1.024,5.984,"17,11%",
,SC,420090,Sc-Angelina,559,5.472,"10,22%",
,SC,420100,Sc-Anita Garibaldi,1.029,8.367,"12,30%",
,SC,420110,Sc-Anitapolis,439,3.726,"11,78%",
,SC,420120,Sc-Antonio Carlos,2.955,12.118,"24,39%",
,SC,420125,Sc-Apiuna,2.764,10.020,"27,58%",
,SC,420127,Sc-Arabuta,927,4.487,"20,66%",
,SC,420130,Sc-Araquari,20.480,50.178,"40,81%",
,SC,420140,Sc-Ararangua,18.639,75.597,"24,66%",
,SC,420150,Sc-Armazem,2.733,9.188,"29,75%",
,SC,420160,Sc-Arroio Trinta,810,3.628,"22,33%",
,SC,420165,Sc-Arvoredo,378,2.600,"14,54%",
,SC,420170,Sc-Ascurra,2.824,8.635,"32,70%",
,SC,420180,Sc-Atalanta,446,3.270,"13,64%",
,SC,420190,Sc-Aurora,2.351,7.127,"32,99%",
,SC,420195,Sc-Balneario Arroio da Silva,1.215,17.215,"7,06%",
,SC,420200,Sc-Balneario Camboriu,57.230,148.758,"38,47%",
,SC,420205,Sc-Balneario Barra do Sul,975,16.360,"5,96%",
,SC,420207,Sc-Balneario Gaivota,1.231,17.306,"7,11%",
,SC,420208,Sc-Bandeirante,283,3.243,"8,73%",
,SC,420209,Sc-Barra Bonita,77,1.662,"4,63%",
,SC,420210,Sc-Barra Velha,9.489,50.730,"18,70%",
,SC,420213,Sc-Bela Vista do Toldo,296,5.950,"4,97%",
,SC,420215,Sc-Belmonte,252,2.709,"9,30%",
,SC,420220,Sc-Benedito Novo,3.137,10.738,"29,21%",
,SC,420230,Sc-Biguacu,20.488,82.028,"24,98%",
,SC,420240,Sc-Blumenau,141.825,380.597,"37,26%",
,SC,420243,Sc-Bocaina do Sul,288,3.618,"7,96%",
,SC,420245,Sc-Bombinhas,6.208,27.732,"22,39%",
,SC,420250,Sc-Bom Jardim da Serra,906,4.028,"22,49%",
,SC,420253,Sc-Bom Jesus,406,2.872,"14,14%",
,SC,420257,Sc-Bom Jesus do Oeste,222,2.234,"9,94%",
,SC,420260,Sc-Bom Retiro,1.827,8.468,"21,58%",
,SC,420270,Sc-Botuvera,2.722,5.623,"48,41%",
,SC,420280,Sc-Braco do Norte,14.889,35.534,"41,90%",
,SC,420285,Sc-Braco do Trombudo,1.161,4.203,"27,62%",
,SC,420287,Sc-Brunopolis,356,2.466,"14,44%",
,SC,420290,Sc-Brusque,57.361,151.949,"37,75%",
,SC,420300,Sc-Cacador,27.722,75.998,"36,48%",
,SC,420310,Sc-Caibi,1.812,6.431,"28,18%",
,SC,420315,Sc-Calmon,686,3.513,"19,53%",
,SC,420320,Sc-Camboriu,15.456,113.525,"13,61%",
,SC,420325,Sc-Capao Alto,616,2.647,"23,27%",
,SC,420330,Sc-Campo Alegre,6.180,12.815,"48,22%",
,SC,420340,Sc-Campo Belo do Sul,1.126,7.342,"15,34%",
,SC,420350,Sc-Campo Ere,1.978,9.838,"20,11%",
,SC,420360,Sc-Campos Novos,12.416,38.656,"32,12%",
,SC,420370,Sc-Canelinha,3.355,13.413,"25,01%",
,SC,420380,Sc-Canoinhas,12.573,56.721,"22,17%",
,SC,420390,Sc-Capinzal,9.763,24.176,"40,38%",
,SC,420395,Sc-Capivari de Baixo,4.914,24.799,"19,82%",
,SC,420400,Sc-Catanduvas,3.665,10.938,"33,51%",
,SC,420410,Sc-Caxambu do Sul,605,4.732,"12,79%",
,SC,420415,Sc-Celso Ramos,331,2.860,"11,57%",
,SC,420417,Sc-Cerro Negro,126,3.326,"3,79%",
,SC,420419,Sc-Chapadao do Lageado,150,3.036,"4,94%",
,SC,420420,Sc-Chapeco,106.282,275.959,"38,51%",
,SC,420425,Sc-Cocal do Sul,5.504,17.912,"30,73%",
,SC,420430,Sc-Concordia,32.579,85.982,"37,89%",
,SC,420435,Sc-Cordilheira Alta,2.241,5.099,"43,95%",
,SC,420440,Sc-Coronel Freitas,2.164,10.583,"20,45%",
,SC,420445,Sc-Coronel Martins,115,2.028,"5,67%",
,SC,420450,Sc-Corupa,5.452,15.781,"34,55%",
,SC,420455,Sc-Correia Pinto,3.136,16.163,"19,40%",
,SC,420460,Sc-Criciuma,79.909,225.281,"35,47%",
,SC,420470,Sc-Cunha Pora,3.512,11.208,"31,33%",
,SC,420475,Sc-Cunhatai,281,2.018,"13,92%",
,SC,420480,Sc-Curitibanos,10.825,41.512,"26,08%",
,SC,420490,Sc-Descanso,1.119,8.660,"12,92%",
,SC,420500,Sc-Dionisio Cerqueira,2.650,15.294,"17,33%",
,SC,420510,Sc-Dona Emma,1.253,4.388,"28,56%",
,SC,420515,Sc-Doutor Pedrinho,1.026,3.719,"27,59%",
,SC,420517,Sc-Entre Rios,154,3.525,"4,37%",
,SC,420519,Sc-Ermo,923,2.349,"39,29%",
,SC,420520,Sc-Erval Velho,947,5.081,"18,64%",
,SC,420530,Sc-Faxinal dos Guedes,3.984,11.486,"34,69%",
,SC,420535,Sc-Flor do Sertao,374,1.850,"20,22%",
,SC,420540,Sc-Florianopolis,226.037,576.361,"39,22%",
,SC,420543,Sc-Formosa do Sul,239,2.743,"8,71%",
,SC,420545,Sc-Forquilhinha,9.102,33.929,"26,83%",
,SC,420550,Sc-Fraiburgo,10.388,34.148,"30,42%",
,SC,420555,Sc-Frei Rogerio,176,2.442,"7,21%",
,SC,420560,Sc-Galvao,356,3.200,"11,13%",
,SC,420570,Sc-Garopaba,6.218,32.962,"18,86%",
,SC,420580,Sc-Garuva,5.477,19.554,"28,01%",
,SC,420590,Sc-Gaspar,28.391,76.982,"36,88%",
,SC,420600,Sc-Governador Celso Ramos,4.929,17.920,"27,51%",
,SC,420610,Sc-Grao Para,1.951,6.397,"30,50%",
,SC,420620,Sc-Gravatal,3.050,12.989,"23,48%",
,SC,420630,Sc-Guabiruba,7.646,26.082,"29,32%",
,SC,420640,Sc-Guaraciaba,2.404,11.040,"21,78%",
,SC,420650,Sc-Guaramirim,16.852,49.941,"33,74%",
,SC,420660,Sc-Guaruja do Sul,1.135,4.899,"23,17%",
,SC,420665,Sc-Guatambu,5.152,9.267,"55,60%",
,SC,420670,Sc-Herval D Oeste,3.705,22.173,"16,71%",
,SC,420675,Sc-Ibiam,200,2.055,"9,73%",
,SC,420680,Sc-Ibicare,638,3.304,"19,31%",
,SC,420690,Sc-Ibirama,6.337,20.663,"30,67%",
,SC,420700,Sc-Icara,21.976,62.455,"35,19%",
,SC,420710,Sc-Ilhota,4.240,18.197,"23,30%",
,SC,420720,Sc-Imarui,988,12.127,"8,15%",
,SC,420730,Sc-Imbituba,13.546,56.107,"24,14%",
,SC,420740,Sc-Imbuia,926,6.139,"15,08%",
,SC,420750,Sc-Indaial,25.922,76.333,"33,96%",
,SC,420757,Sc-Iomere,940,2.953,"31,83%",
,SC,420760,Sc-Ipira,373,4.635,"8,05%",
,SC,420765,Sc-Ipora do Oeste,1.925,9.672,"19,90%",
,SC,420768,Sc-Ipuacu,2.113,8.046,"26,26%",
,SC,420770,Sc-Ipumirim,3.332,8.065,"41,31%",
,SC,420775,Sc-Iraceminha,392,4.005,"9,79%",
,SC,420780,Sc-Irani,1.818,10.497,"17,32%",
,SC,420785,Sc-Irati,326,2.100,"15,52%",
,SC,420790,Sc-Irineopolis,972,10.437,"9,31%",
,SC,420800,Sc-Ita,1.572,7.310,"21,50%",
,SC,420810,Sc-Itaiopolis,4.725,22.741,"20,78%",
,SC,420820,Sc-Itajai,127.792,287.289,"44,48%",
,SC,420830,Sc-Itapema,29.109,83.330,"34,93%",
,SC,420840,Sc-Itapiranga,7.724,17.149,"45,04%",
,SC,420845,Sc-Itapoa,6.559,34.546,"18,99%",
,SC,420850,Sc-Ituporanga,7.418,28.042,"26,45%",
,SC,420860,Sc-Jabora,795,4.435,"17,93%",
,SC,420870,Sc-Jacinto Machado,2.284,10.813,"21,12%",
,SC,420880,Sc-Jaguaruna,8.861,21.284,"41,63%",
,SC,420890,Sc-Jaragua do Sul,75.912,195.753,"38,78%",
,SC,420895,Sc-Jardinopolis,185,1.808,"10,23%",
,SC,420900,Sc-Joacaba,16.307,31.509,"51,75%",
,SC,420910,Sc-Joinville,248.089,654.888,"37,88%",
,SC,420915,Sc-Jose Boiteux,917,6.307,"14,54%",
,SC,420917,Sc-Jupia,260,2.675,"9,72%",
,SC,420920,Sc-Lacerdopolis,584,2.296,"25,44%",
,SC,420930,Sc-Lages,44.371,171.609,"25,86%",
,SC,420940,Sc-Laguna,6.887,43.992,"15,66%",
,SC,420945,Sc-Lajeado Grande,164,1.771,"9,26%",
,SC,420950,Sc-Laurentino,2.029,8.427,"24,08%",
,SC,420960,Sc-Lauro Muller,3.745,14.622,"25,61%",
,SC,420970,Sc-Lebon Regis,2.187,11.605,"18,85%",
,SC,420980,Sc-Leoberto Leal,242,3.381,"7,16%",
,SC,420985,Sc-Lindoia do Sul,560,4.611,"12,14%",
,SC,420990,Sc-Lontras,3.368,13.586,"24,79%",
,SC,421000,Sc-Luiz Alves,5.440,12.126,"44,86%",
,SC,421003,Sc-Luzerna,1.727,5.931,"29,12%",
,SC,421005,Sc-Macieira,215,1.800,"11,94%",
,SC,421010,Sc-Mafra,13.774,57.023,"24,16%",
,SC,421020,Sc-Major Gercino,370,3.258,"11,36%",
,SC,421030,Sc-Major Vieira,898,7.545,"11,90%",
,SC,421040,Sc-Maracaja,1.882,8.213,"22,91%",
,SC,421050,Sc-Maravilha,11.103,30.155,"36,82%",
,SC,421055,Sc-Marema,166,2.219,"7,48%",
,SC,421060,Sc-Massaranduba,5.723,17.897,"31,98%",
,SC,421070,Sc-Matos Costa,237,2.795,"8,48%",
,SC,421080,Sc-Meleiro,1.401,7.127,"19,66%",
,SC,421085,Sc-Mirim Doce,393,2.554,"15,39%",
,SC,421090,Sc-Modelo,949,4.156,"22,83%",
,SC,421100,Sc-Mondai,2.807,10.216,"27,48%",
,SC,421105,Sc-Monte Carlo,1.809,9.235,"19,59%",
,SC,421110,Sc-Monte Castelo,1.027,7.787,"13,19%",
,SC,421120,Sc-Morro da Fumaca,6.762,19.265,"35,10%",
,SC,421125,Sc-Morro Grande,397,3.085,"12,87%",
,SC,421130,Sc-Navegantes,27.491,93.619,"29,36%",
,SC,421140,Sc-Nova Erechim,1.355,5.408,"25,06%",
,SC,421145,Sc-Nova Itaberaba,671,4.648,"14,44%",
,SC,421150,Sc-Nova Trento,7.181,14.252,"50,39%",
,SC,421160,Sc-Nova Veneza,7.843,13.968,"56,15%",
,SC,421165,Sc-Novo Horizonte,383,2.670,"14,34%",
,SC,421170,Sc-Orleans,8.643,24.474,"35,32%",
,SC,421175,Sc-Otacilio Costa,6.070,17.780,"34,14%",
,SC,421180,Sc-Ouro,1.158,7.091,"16,33%",
,SC,421185,Sc-Ouro Verde,215,2.203,"9,76%",
,SC,421187,Sc-Paial,215,1.992,"10,79%",
,SC,421189,Sc-Painel,319,2.228,"14,32%",
,SC,421190,Sc-Palhoca,58.014,245.477,"23,63%",
,SC,421200,Sc-Palma Sola,1.554,7.709,"20,16%",
,SC,421205,Sc-Palmeira,742,2.640,"28,11%",
,SC,421210,Sc-Palmitos,5.927,15.812,"37,48%",
,SC,421220,Sc-Papanduva,4.300,19.667,"21,86%",
,SC,421223,Sc-Paraiso,747,4.376,"17,07%",
,SC,421225,Sc-Passo de Torres,1.307,14.284,"9,15%",
,SC,421227,Sc-Passos Maia,763,4.032,"18,92%",
,SC,421230,Sc-Paulo Lopes,2.387,9.661,"24,71%",
,SC,421240,Sc-Pedras Grandes,1.554,4.343,"35,78%",
,SC,421250,Sc-Penha,11.447,36.124,"31,69%",
,SC,421260,Sc-Peritiba,667,3.039,"21,95%",
,SC,421265,Sc-Pescaria Brava,629,10.531,"5,97%",
,SC,421270,Sc-Petrolandia,1.019,6.942,"14,68%",
,SC,421280,Sc-Picarras,6.484,29.725,"21,81%",
,SC,421290,Sc-Pinhalzinho,8.821,23.379,"37,73%",
,SC,421300,Sc-Pinheiro Preto,1.756,3.598,"48,80%",
,SC,421310,Sc-Piratuba,1.425,6.053,"23,54%",
,SC,421315,Sc-Planalto Alegre,514,3.053,"16,84%",
,SC,421320,Sc-Pomerode,15.883,36.392,"43,64%",
,SC,421330,Sc-Ponte Alta,733,4.430,"16,55%",
,SC,421335,Sc-Ponte Alta do Norte,823,3.249,"25,33%",
,SC,421340,Sc-Ponte Serrada,2.158,10.764,"20,05%",
,SC,421350,Sc-Porto Belo,10.311,30.590,"33,71%",
,SC,421360,Sc-Porto Uniao,7.648,33.727,"22,68%",
,SC,421370,Sc-Pouso Redondo,5.442,17.836,"30,51%",
,SC,421380,Sc-Praia Grande,1.609,8.602,"18,70%",
,SC,421390,Sc-Presidente Castelo Branco,179,1.711,"10,46%",
,SC,421400,Sc-Presidente Getulio,8.251,21.293,"38,75%",
,SC,421410,Sc-Presidente Nereu,225,2.345,"9,59%",
,SC,421415,Sc-Princesa,703,3.054,"23,02%",
,SC,421420,Sc-Quilombo,3.522,11.359,"31,01%",
,SC,421430,Sc-Rancho Queimado,659,3.435,"19,18%",
,SC,421440,Sc-Rio das Antas,1.369,6.386,"21,44%",
,SC,421450,Sc-Rio do Campo,1.025,6.613,"15,50%",
,SC,421460,Sc-Rio do Oeste,1.527,8.008,"19,07%",
,SC,421470,Sc-Rio dos Cedros,3.713,11.163,"33,26%",
,SC,421480,Sc-Rio do Sul,32.571,76.390,"42,64%",
,SC,421490,Sc-Rio Fortuna,1.182,5.006,"23,61%",
,SC,421500,Sc-Rio Negrinho,12.633,40.168,"31,45%",
,SC,421505,Sc-Rio Rufino,309,2.432,"12,71%",
,SC,421507,Sc-Riqueza,806,4.835,"16,67%",
,SC,421510,Sc-Rodeio,2.700,13.321,"20,27%",
,SC,421520,Sc-Romelandia,218,4.757,"4,58%",
,SC,421530,Sc-Salete,2.075,7.643,"27,15%",
,SC,421535,Sc-Saltinho,396,3.633,"10,90%",
,SC,421540,Sc-Salto Veloso,1.839,4.486,"40,99%",
,SC,421545,Sc-Sangao,5.067,13.567,"37,35%",
,SC,421550,Sc-Santa Cecilia,5.292,15.764,"33,57%",
,SC,421555,Sc-Santa Helena,422,2.473,"17,06%",
,SC,421560,Sc-Santa Rosa de Lima,261,2.128,"12,27%",
,SC,421565,Sc-Santa Rosa do Sul,1.123,10.288,"10,92%",
,SC,421567,Sc-Santa Terezinha,615,8.077,"7,61%",
,SC,421568,Sc-Santa Terezinha do Progresso,186,2.562,"7,26%",
,SC,421569,Sc-Santiago do Sul,155,1.714,"9,04%",
,SC,421570,Sc-Santo Amaro da Imperatriz,7.714,29.392,"26,25%",
,SC,421575,Sc-Sao Bernardino,267,2.719,"9,82%",
,SC,421580,Sc-Sao Bento do Sul,28.980,86.851,"33,37%",
,SC,421590,Sc-Sao Bonifacio,490,2.986,"16,41%",
,SC,421600,Sc-Sao Carlos,2.854,10.460,"27,28%",
,SC,421605,Sc-Sao Cristovao do Sul,1.610,6.389,"25,20%",
,SC,421610,Sc-Sao Domingos,1.525,9.356,"16,30%",
,SC,421620,Sc-Sao Francisco do Sul,13.797,55.784,"24,73%",
,SC,421625,Sc-Sao Joao do Oeste,1.653,6.446,"25,64%",
,SC,421630,Sc-Sao Joao Batista,9.731,34.733,"28,02%",
,SC,421635,Sc-Sao Joao do Itaperiu,1.836,4.732,"38,80%",
,SC,421640,Sc-Sao Joao do Sul,1.088,9.126,"11,92%",
,SC,421650,Sc-Sao Joaquim,8.756,26.852,"32,61%",
,SC,421660,Sc-Sao Jose,137.611,289.949,"47,46%",
,SC,421670,Sc-Sao Jose do Cedro,3.126,14.491,"21,57%",
,SC,421680,Sc-Sao Jose do Cerrito,986,8.755,"11,26%",
,SC,421690,Sc-Sao Lourenco do Oeste,10.017,25.770,"38,87%",
,SC,421700,Sc-Sao Ludgero,6.144,14.211,"43,23%",
,SC,421710,Sc-Sao Martinho,807,3.501,"23,05%",
,SC,421715,Sc-Sao Miguel da Boa Vista,59,1.788,"3,30%",
,SC,421720,Sc-Sao Miguel D Oeste,16.548,46.969,"35,23%",
,SC,421725,Sc-Sao Pedro de Alcantara,550,6.076,"9,05%",
,SC,421730,Sc-Saudades,3.008,10.680,"28,16%",
,SC,421740,Sc-Schroeder,5.154,21.273,"24,23%",
,SC,421750,Sc-Seara,7.855,19.241,"40,82%",
,SC,421755,Sc-Serra Alta,665,3.367,"19,75%",
,SC,421760,Sc-Sideropolis,4.290,14.087,"30,45%",
,SC,421770,Sc-Sombrio,8.865,31.397,"28,24%",
,SC,421775,Sc-Sul Brasil,314,2.894,"10,85%",
,SC,421780,Sc-Taio,5.069,18.808,"26,95%",
,SC,421790,Sc-Tangara,2.488,8.189,"30,38%",
,SC,421795,Sc-Tigrinhos,172,2.480,"6,94%",
,SC,421800,Sc-Tijucas,19.679,56.674,"34,72%",
,SC,421810,Sc-Timbe do Sul,644,5.495,"11,72%",
,SC,421820,Sc-Timbo,19.133,48.903,"39,12%",
,SC,421825,Sc-Timbo Grande,1.412,7.503,"18,82%",
,SC,421830,Sc-Tres Barras,6.253,20.373,"30,69%",
,SC,421835,Sc-Treviso,1.513,3.895,"38,84%",
,SC,421840,Sc-Treze de Maio,2.320,7.585,"30,59%",
,SC,421850,Sc-Treze Tilias,4.601,9.308,"49,43%",
,SC,421860,Sc-Trombudo Central,2.016,7.532,"26,77%",
,SC,421870,Sc-Tubarao,43.332,115.495,"37,52%",
,SC,421875,Sc-Tunapolis,1.040,5.054,"20,58%",
,SC,421880,Sc-Turvo,4.278,13.492,"31,71%",
,SC,421885,Sc-Uniao do Oeste,291,2.801,"10,39%",
,SC,421890,Sc-Urubici,1.969,11.048,"17,82%",
,SC,421895,Sc-Urupema,583,2.735,"21,32%",
,SC,421900,Sc-Urussanga,6.978,21.395,"32,62%",
,SC,421910,Sc-Vargeao,1.455,3.716,"39,16%",
,SC,421915,Sc-Vargem,189,2.632,"7,18%",
,SC,421917,Sc-Vargem Bonita,1.901,4.615,"41,19%",
,SC,421920,Sc-Vidal Ramos,815,6.275,"12,99%",
,SC,421930,Sc-Videira,23.859,58.299,"40,93%",
,SC,421935,Sc-Vitor Meireles,868,5.492,"15,80%",
,SC,421940,Sc-Witmarsum,1.297,4.451,"29,14%",
,SC,421950,Sc-Xanxere,15.699,54.194,"28,97%",
,SC,421960,Sc-Xavantina,757,3.627,"20,87%",
,SC,421970,Sc-Xaxim,12.280,33.902,"36,22%",
,SC,421985,Sc-Zortea,163,4.170,"3,91%",
,SC,422000,Sc-Balneario Rincao,2.669,17.226,"15,49%",
,RS,430003,Rs-Acegua,1.068,4.253,"25,11%",
,RS,430005,Rs-Agua Santa,540,4.000,"13,50%",
,RS,430010,Rs-Agudo,2.456,16.346,"15,03%",
,RS,430020,Rs-Ajuricaba,1.207,6.848,"17,63%",
,RS,430030,Rs-Alecrim,407,6.228,"6,54%",
,RS,430040,Rs-Alegrete,13.011,74.329,"17,50%",
,RS,430045,Rs-Alegria,257,3.711,"6,93%",
,RS,430047,Rs-Almirante Tamandare do Sul,586,2.008,"29,18%",
,RS,430050,Rs-Alpestre,611,7.243,"8,44%",
,RS,430055,Rs-Alto Alegre,127,1.837,"6,91%",
,RS,430057,Rs-Alto Feliz,745,3.143,"23,70%",
,RS,430060,Rs-Alvorada,17.238,194.116,"8,88%",
,RS,430063,Rs-Amaral Ferrador,139,5.394,"2,58%",
,RS,430064,Rs-Ametista do Sul,1.256,7.822,"16,06%",
,RS,430066,Rs-Andre da Rocha,212,1.157,"18,32%",
,RS,430070,Rs-Anta Gorda,1.375,6.080,"22,62%",
,RS,430080,Rs-Antonio Prado,3.907,13.328,"29,31%",
,RS,430085,Rs-Arambare,494,4.211,"11,73%",
,RS,430087,Rs-Ararica,2.216,8.794,"25,20%",
,RS,430090,Rs-Aratiba,1.011,6.618,"15,28%",
,RS,430100,Rs-Arroio do Meio,7.915,22.490,"35,19%",
,RS,430105,Rs-Arroio do Sal,1.552,11.384,"13,63%",
,RS,430107,Rs-Arroio do Padre,126,2.651,"4,75%",
,RS,430110,Rs-Arroio dos Ratos,1.504,14.923,"10,08%",
,RS,430120,Rs-Arroio do Tigre,1.721,12.296,"14,00%",
