Código IBGE,,Município,UF,Mortalidade Infantil até 5 Anos,posição estadual
2201002,220100,Arraial (PI),PI,"20,6225555",
4111555,411155,Ivaté (PR),PR,"20,6182695",
4311502,431150,Lavras do Sul (RS),RS,"20,6172840",
1505908,150590,Porto de Moz (PA),PA,"20,6167328",
2205599,220559,Lagoa do Sítio (PI),PI,"20,6121113",
3154101,315410,Recreio (MG),MG,"20,6005461",
2107605,210760,Palmeirândia (MA),MA,"20,5980918",
2205003,220500,Itainópolis (PI),PI,"20,5691746",
2917003,291700,Itiúba (BA),BA,"20,5688373",
2609808,260980,Orocó (PE),PE,"20,5612366",
1100106,110010,Guajará-Mirim (RO),RO,"20,5595827",
2105989,210598,Lajeado Novo (MA),MA,"20,5506363",
2210508,221050,São Pedro do Piauí (PI),PI,"20,5474759",
2100873,210087,Araguanã (MA),MA,"20,5390002",
3108008,310800,Bom Sucesso (MG),MG,"20,5326088",
2602506,260250,Brejinho (PE),PE,"20,5324077",
4113452,411345,Lindoeste (PR),PR,"20,5322748",
2410108,241010,Poço Branco (RN),RN,"20,5307155",
2513406,251340,Santa Luzia (PB),PB,"20,5300763",
3537206,353720,Pedro de Toledo (SP),SP,"20,5281102",566
2610806,261080,Pedra (PE),PE,"20,5257918",
2301257,230125,Ararendá (CE),CE,"20,5210478",
2608008,260800,Jataúba (PE),PE,"20,5116377",
1300631,130063,Beruri (AM),AM,"20,5095318",
2923803,292380,Paripiranga (BA),BA,"20,4799547",
2800506,280050,Areia Branca (SE),SE,"20,4796799",
3139102,313910,Madre de Deus de Minas (MG),MG,"20,4793028",
1303700,130370,Santo Antônio do Içá (AM),AM,"20,4720882",
5003157,500315,Coronel Sapucaia (MS),MS,"20,4591620",
4124053,412405,Santa Terezinha de Itaipu (PR),PR,"20,4564136",
5215603,521560,Padre Bernardo (GO),GO,"20,4534819",
2804409,280440,Neópolis (SE),SE,"20,4477967",
2932903,293290,Valença (BA),BA,"20,4420865",
5107578,510757,Rondolândia (MT),MT,"20,4406365",
2920908,292090,Mascote (BA),BA,"20,4406359",
1502004,150200,Cachoeira do Arari (PA),PA,"20,4371008",
4120903,412090,Quedas do Iguaçu (PR),PR,"20,4343416",
1400175,140017,Cantá (RR),RR,"20,4327215",
5106422,510642,Peixoto de Azevedo (MT),MT,"20,4214995",
3145505,314550,Olímpio Noronha (MG),MG,"20,4166667",
2414803,241480,Vera Cruz (RN),RN,"20,4127182",
2111409,211140,São Luís Gonzaga do Maranhão (MA),MA,"20,4102795",
2209955,220995,São João da Varjota (PI),PI,"20,4081633",
1502855,150285,Curuá (PA),PA,"20,4046696",
2900108,290010,Abaíra (BA),BA,"20,4025572",
2106359,210635,Marajá do Sena (MA),MA,"20,3895592",
2406502,240650,Lagoa Nova (RN),RN,"20,3892140",
3137106,313710,Lagamar (MG),MG,"20,3885788",
1200393,120039,Porto Walter (AC),AC,"20,3871899",
3164407,316440,São Sebastião da Bela Vista (MG),MG,"20,3805454",
3505401,350540,Barra do Turvo (SP),SP,"20,3744266",565
2706109,270610,Ouro Branco (AL),AL,"20,3738647",
1713205,171320,Miracema do Tocantins (TO),TO,"20,3737454",
2806305,280630,Santa Luzia do Itanhy (SE),SE,"20,3719197",
2503555,250355,Cacimbas (PB),PB,"20,3689662",
2606507,260650,Iati (PE),PE,"20,3640626",
2502508,250250,Boqueirão (PB),PB,"20,3582322",
2516300,251630,Sumé (PB),PB,"20,3487991",
2930774,293077,Sobradinho (BA),BA,"20,3451025",
4210001,421000,Luiz Alves (SC),SC,"20,3446340",
1505809,150580,Portel (PA),PA,"20,3364076",
1505064,150506,Novo Repartimento (PA),PA,"20,3335324",
3113602,311360,Careaçu (MG),MG,"20,3297039",
1504703,150470,Moju (PA),PA,"20,3209672",
2500403,250040,Alagoa Nova (PB),PB,"20,3187330",
2907707,290770,Chorrochó (BA),BA,"20,3184031",
2511707,251170,Pilõezinhos (PB),PB,"20,3169430",
5201306,520130,Anicuns (GO),GO,"20,3153084",
3163805,316380,São Miguel do Anta (MG),MG,"20,3090013",
2910404,291040,Encruzilhada (BA),BA,"20,3050702",
2111029,211102,São João do Carú (MA),MA,"20,3022431",
4215075,421507,Riqueza (SC),SC,"20,2991453",
2208809,220880,Regeneração (PI),PI,"20,2948905",
3156403,315640,Romaria (MG),MG,"20,2887260",
2201804,220180,Bocaina (PI),PI,"20,2702703",
2703601,270360,Japaratinga (AL),AL,"20,2699354",
2804805,280480,Nossa Senhora do Socorro (SE),SE,"20,2599410",
2921906,292190,Mucugê (BA),BA,"20,2448935",
2931400,293140,Teodoro Sampaio (BA),BA,"20,2407886",
3109600,310960,Cachoeira da Prata (MG),MG,"20,2380952",
1505106,150510,Óbidos (PA),PA,"20,2366570",
3542701,354270,Restinga (SP),SP,"20,2234885",564
3506201,350620,Bento de Abreu (SP),SP,"20,2205882",563
4102109,410210,Astorga (PR),PR,"20,2133825",
4219101,421910,Vargeão (SC),SC,"20,2073760",
4305454,430545,Cidreira (RS),RS,"20,2073479",
2616100,261610,Verdejante (PE),PE,"20,2015385",
2900603,290060,Aiquara (BA),BA,"20,1947349",
1500503,150050,Almeirim (PA),PA,"20,1927108",
2919926,291992,Madre de Deus (BA),BA,"20,1796277",
1507466,150746,São João da Ponta (PA),PA,"20,1782741",
2210359,221035,São Lourenço do Piauí (PI),PI,"20,1774786",
1506609,150660,Santa Maria do Pará (PA),PA,"20,1734337",
2901353,290135,Andorinha (BA),BA,"20,1684939",
2918803,291880,Laje (BA),BA,"20,1668980",
3155207,315520,Rio Espera (MG),MG,"20,1659452",
5222203,522220,Vila Boa (GO),GO,"20,1562500",
2910859,291085,Filadélfia (BA),BA,"20,1456402",
2922052,292205,Mulungu do Morro (BA),BA,"20,1451829",
1505304,150530,Oriximiná (PA),PA,"20,1410225",
5104609,510460,Itiquira (MT),MT,"20,1341385",
2509057,250905,Marcação (PB),PB,"20,1316870",
5221304,522130,Três Ranchos (GO),GO,"20,1288245",
3130556,313055,Imbé de Minas (MG),MG,"20,1247667",
3545159,354515,Saltinho (SP),SP,"20,1180876",562
5104526,510452,Ipiranga do Norte (MT),MT,"20,1098676",
2801207,280120,Canindé de São Francisco (SE),SE,"20,1006994",
3167905,316790,Tabuleiro (MG),MG,"20,0996678",
3546108,354610,Santa Clara d'Oeste (SP),SP,"20,0980392",561
2512200,251220,Prata (PB),PB,"20,0972491",
2105948,210594,Lago dos Rodrigues (MA),MA,"20,0937385",
3114709,311470,Carvalhópolis (MG),MG,"20,0924609",
3172103,317210,Volta Grande (MG),MG,"20,0916266",
2804607,280460,Nossa Senhora das Dores (SE),SE,"20,0782975",
4305439,430543,Chuí (RS),RS,"20,0757576",
3161502,316150,São Geraldo (MG),MG,"20,0709559",
4209151,420915,José Boiteux (SC),SC,"20,0617375",
4303400,430340,Caiçara (RS),RS,"20,0555274",
2413904,241390,Taipu (RN),RN,"20,0523126",
2106904,210690,Monção (MA),MA,"20,0511446",
3108206,310820,Bonfinópolis de Minas (MG),MG,"20,0483092",
4312807,431280,Nova Araçá (RS),RS,"20,0381977",
3110400,311040,Camacho (MG),MG,"20,0348432",
3136603,313660,Nova União (MG),MG,"20,0336174",
4315107,431510,Porto Xavier (RS),RS,"20,0297229",
5106216,510621,Nova Canaã do Norte (MT),MT,"20,0182021",
4125456,412545,São José das Palmeiras (PR),PR,"20,0173388",
3134806,313480,Jacuí (MG),MG,"20,0173177",
3107604,310760,Bom Jesus da Penha (MG),MG,"20,0000000",
3158409,315840,Santana de Cataguases (MG),MG,"20,0000000",
2607000,260700,Inajá (PE),PE,"19,9987218",
4303707,430370,Campina das Missões (RS),RS,"19,9959150",
2201200,220120,Barras (PI),PI,"19,9941336",
3148202,314820,Patrocínio do Muriaé (MG),MG,"19,9921630",
2509107,250910,Mari (PB),PB,"19,9898684",
2401909,240190,Caiçara do Rio do Vento (RN),RN,"19,9843260",
3130002,313000,Ibituruna (MG),MG,"19,9843260",
3101904,310190,Alpinópolis (MG),MG,"19,9832430",
1300086,130008,Anamã (AM),AM,"19,9817251",
2614303,261430,Moreilândia (PE),PE,"19,9810295",
1722107,172210,Xambioá (TO),TO,"19,9802664",
1303403,130340,Parintins (AM),AM,"19,9766197",
3509908,350990,Cananéia (SP),SP,"19,9752723",560
4108908,410890,Guairaçá (PR),PR,"19,9678289",
4205431,420543,Formosa do Sul (SC),SC,"19,9633700",
3132107,313210,Itacarambi (MG),MG,"19,9506605",
1304104,130410,Tapauá (AM),AM,"19,9447656",
4315149,431514,Presidente Lucena (RS),RS,"19,9322417",
1718808,171880,Sampaio (TO),TO,"19,9092420",
4314076,431407,Passo do Sobrado (RS),RS,"19,9057400",
2917334,291733,Iuiu (BA),BA,"19,9047764",
4103503,410350,Califórnia (PR),PR,"19,9005493",
1504901,150490,Muaná (PA),PA,"19,8986361",
2107001,210700,Montes Altos (MA),MA,"19,8968935",
2915809,291580,Itambé (BA),BA,"19,8909986",
2606309,260630,Granito (PE),PE,"19,8888889",
4125803,412580,São Pedro do Ivaí (PR),PR,"19,8859686",
1100148,110014,Nova Brasilândia D'Oeste (RO),RO,"19,8826017",
2202653,220265,Caxingó (PI),PI,"19,8824198",
2913200,291320,Ibotirama (BA),BA,"19,8810804",
2313906,231390,Uruoca (CE),CE,"19,8802897",
2803906,280390,Malhador (SE),SE,"19,8754022",
2205706,220570,Luís Correia (PI),PI,"19,8751780",
5007802,500780,Selvíria (MS),MS,"19,8527475",
2802601,280260,Gracho Cardoso (SE),SE,"19,8526449",
4104402,410440,Cândido de Abreu (PR),PR,"19,8372086",
2801603,280160,Cedro de São João (SE),SE,"19,8300479",
1303007,130300,Nhamundá (AM),AM,"19,8091767",
2209104,220910,Santa Cruz do Piauí (PI),PI,"19,8060450",
1507953,150795,Tailândia (PA),PA,"19,7986682",
5002159,500215,Bodoquena (MS),MS,"19,7978009",
5203807,520380,Britânia (GO),GO,"19,7970613",
1507805,150780,Senador José Porfírio (PA),PA,"19,7857003",
3520426,352042,Ilha Comprida (SP),SP,"19,7809784",559
2101251,210125,Bacabeira (MA),MA,"19,7800828",
2921609,292160,Morpará (BA),BA,"19,7721043",
2202604,220260,Castelo do Piauí (PI),PI,"19,7714935",
1701051,170105,Angico (TO),TO,"19,7704922",
1101708,110170,Urupá (RO),RO,"19,7701659",
3519907,351990,Iepê (SP),SP,"19,7661297",558
2514800,251480,São José dos Cordeiros (PB),PB,"19,7649573",
3171105,317110,Veríssimo (MG),MG,"19,7616972",
3534906,353490,Pacaembu (SP),SP,"19,7572593",557
2602001,260200,Bodocó (PE),PE,"19,7559399",
1701309,170130,Aragominas (TO),TO,"19,7463768",
3512209,351220,Conchal (SP),SP,"19,7366592",556
1302801,130280,Maraã (AM),AM,"19,7282932",
2509156,250915,Marizópolis (PB),PB,"19,7275890",
2605152,260515,Dormentes (PE),PE,"19,7274606",
3514809,351480,Eldorado (SP),SP,"19,7270337",555
3514304,351430,Dourado (SP),SP,"19,7248171",554
2206670,220667,Morro do Chapéu do Piauí (PI),PI,"19,7028727",
3515194,351519,Espírito Santo do Turvo (SP),SP,"19,7008916",553
2511103,251110,Pedra Lavrada (PB),PB,"19,6980148",
1715705,171570,Palmeirante (TO),TO,"19,6860599",
3157104,315710,Salto da Divisa (MG),MG,"19,6828868",
2501534,250153,Baraúna (PB),PB,"19,6754140",
2607307,260730,Ipubi (PE),PE,"19,6704788",
1506708,150670,Santana do Araguaia (PA),PA,"19,6625006",
2108801,210880,Pirapemas (MA),MA,"19,6561221",
3536307,353630,Patrocínio Paulista (SP),SP,"19,6513129",552
4123303,412330,Santa Cruz de Monte Castelo (PR),PR,"19,6487539",
2929255,292925,São Gabriel (BA),BA,"19,6357865",
2912301,291230,Ibicuí (BA),BA,"19,6302339",
1200500,120050,Sena Madureira (AC),AC,"19,6254032",
2104552,210455,Governador Edison Lobão (MA),MA,"19,6230394",
5003207,500320,Corumbá (MS),MS,"19,6183699",
3138906,313890,Machacalis (MG),MG,"19,6117174",
2203420,220342,Domingos Mourão (PI),PI,"19,6103239",
3157377,315737,Santa Cruz de Salinas (MG),MG,"19,6078431",
4320651,432065,Silveira Martins (RS),RS,"19,6078431",
2928901,292890,São Desidério (BA),BA,"19,6035991",
4219200,421920,Vidal Ramos (SC),SC,"19,6011281",
2507804,250780,Junco do Seridó (PB),PB,"19,5955107",
3140308,314030,Marliéria (MG),MG,"19,5920558",
2921500,292150,Monte Santo (BA),BA,"19,5861072",
3521606,352160,Irapuru (SP),SP,"19,5802312",551
5007976,500797,Taquarussu (MS),MS,"19,5707071",
3121258,312125,Delta (MG),MG,"19,5683123",
3535101,353510,Palmares Paulista (SP),SP,"19,5640035",550
4124806,412480,São João (PR),PR,"19,5583541",
2516409,251640,Tacima (PB),PB,"19,5539567",
2700706,270070,Batalha (AL),AL,"19,5456193",
1101302,110130,Mirante da Serra (RO),RO,"19,5284519",
1715754,171575,Palmeirópolis (TO),TO,"19,5264806",
3127503,312750,Gonzaga (MG),MG,"19,5192897",
2914901,291490,Itacaré (BA),BA,"19,5122885",
5106109,510610,Nossa Senhora do Livramento (MT),MT,"19,5110765",
2803005,280300,Itabaianinha (SE),SE,"19,4976949",
3304805,330480,São Fidélis (RJ),RJ,"19,4896395",83
3146305,314630,Padre Paraíso (MG),MG,"19,4865416",
2603801,260380,Capoeiras (PE),PE,"19,4863985",
3112505,311250,Capim Branco (MG),MG,"19,4833786",
2919108,291910,Lamarão (BA),BA,"19,4805195",
2114007,211400,Zé Doca (MA),MA,"19,4767128",
3155900,315590,Rio Preto (MG),MG,"19,4738539",
5107107,510710,São José dos Quatro Marcos (MT),MT,"19,4729240",
2414506,241450,Umarizal (RN),RN,"19,4719352",
1722081,172208,Wanderlândia (TO),TO,"19,4688140",
3202553,320255,Ibitirama (ES),ES,"19,4610425",73
1506807,150680,Santarém (PA),PA,"19,4608876",
5103700,510370,Feliz Natal (MT),MT,"19,4559440",
3553500,355350,Tapiraí (SP),SP,"19,4514686",549
3533205,353320,Nova Independência (SP),SP,"19,4504752",548
3162807,316280,São João Evangelista (MG),MG,"19,4496104",
3130200,313020,Igaratinga (MG),MG,"19,4462432",
2209401,220940,Santo Antônio de Lisboa (PI),PI,"19,4394643",
3510153,351015,Canitar (SP),SP,"19,4381897",547
2504157,250415,Casserengue (PB),PB,"19,4361965",
2200400,220040,Altos (PI),PI,"19,4342839",
3170057,317005,Ubaporanga (MG),MG,"19,4279273",
4124707,412470,São Jerônimo da Serra (PR),PR,"19,4277547",
2920403,292040,Manoel Vitorino (BA),BA,"19,4256749",
5214101,521410,Mutunópolis (GO),GO,"19,4193062",
2506509,250650,Gurjão (PB),PB,"19,4168947",
1100700,110070,Campo Novo de Rondônia (RO),RO,"19,4081282",
4120705,412070,Quatiguá (PR),PR,"19,4064006",
2706505,270650,Passo de Camaragibe (AL),AL,"19,3932172",
2932507,293250,Una (BA),BA,"19,3782696",
1300508,130050,Barreirinha (AM),AM,"19,3765011",
3511607,351160,Cesário Lange (SP),SP,"19,3757820",546
1720499,172049,São Valério (TO),TO,"19,3749812",
2900504,290050,Érico Cardoso (BA),BA,"19,3689103",
1301852,130185,Iranduba (AM),AM,"19,3586231",
3306206,330620,Vassouras (RJ),RJ,"19,3577370",82
3516002,351600,Flórida Paulista (SP),SP,"19,3505692",545
2107100,210710,Morros (MA),MA,"19,3453724",
2702355,270235,Craíbas (AL),AL,"19,3431144",
1500701,150070,Anajás (PA),PA,"19,3417786",
3101201,310120,Aiuruoca (MG),MG,"19,3285950",
1707207,170720,Dois Irmãos do Tocantins (TO),TO,"19,3281615",
1600535,160053,Porto Grande (AP),AP,"19,3161101",
3135506,313550,Jequeri (MG),MG,"19,3155921",
3505104,350510,Barbosa (SP),SP,"19,3153023",544
2413300,241330,Serra de São Bento (RN),RN,"19,3092249",
2202133,220213,Campo Grande do Piauí (PI),PI,"19,3080981",
2708303,270830,São José da Laje (AL),AL,"19,3004480",
3526100,352610,Juquiá (SP),SP,"19,2979959",543
3200169,320016,Água Doce do Norte (ES),ES,"19,2882267",72
2905305,290530,Cafarnaum (BA),BA,"19,2874648",
1506195,150619,Rurópolis (PA),PA,"19,2821854",
2100477,210047,Alto Alegre do Pindaré (MA),MA,"19,2809617",
2211308,221130,Valença do Piauí (PI),PI,"19,2803510",
2915601,291560,Itamaraju (BA),BA,"19,2802452",
5108907,510890,Nova Maringá (MT),MT,"19,2791181",
2921005,292100,Mata de São João (BA),BA,"19,2687675",
2104073,210407,Feira Nova do Maranhão (MA),MA,"19,2662969",
3129400,312940,Ibertioga (MG),MG,"19,2630702",
2109239,210923,Presidente Médici (MA),MA,"19,2600361",
2612406,261240,Sanharó (PE),PE,"19,2535935",
2906857,290685,Capela do Alto Alegre (BA),BA,"19,2534918",
5007505,500750,Rochedo (MS),MS,"19,2515316",
2413201,241320,Senador Georgino Avelino (RN),RN,"19,2513943",
1301308,130130,Codajás (AM),AM,"19,2481642",
2405603,240560,Jardim de Piranhas (RN),RN,"19,2348982",
2911006,291100,Floresta Azul (BA),BA,"19,2330810",
1707306,170730,Dueré (TO),TO,"19,2307692",
4211652,421165,Novo Horizonte (SC),SC,"19,2307692",
4310553,431055,Itacurubi (RS),RS,"19,2307692",
4312377,431237,Monte Alegre dos Campos (RS),RS,"19,2307692",
4217907,421790,Tangará (SC),SC,"19,2266511",
2105104,210510,Icatu (MA),MA,"19,2218172",
3128402,312840,Guarani (MG),MG,"19,2211442",
4218251,421825,Timbó Grande (SC),SC,"19,2188991",
2103554,210355,Conceição do Lago-Açu (MA),MA,"19,2168234",
2511806,251180,Pirpirituba (PB),PB,"19,2047223",
4108957,410895,Guamiranga (PR),PR,"19,2019718",
2930709,293070,Simões Filho (BA),BA,"19,1986720",
3154903,315490,Rio Casca (MG),MG,"19,1982634",
2505279,250527,Curral de Cima (PB),PB,"19,1778264",
3163508,316350,São José do Jacuri (MG),MG,"19,1756272",
3301009,330100,Campos dos Goytacazes (RJ),RJ,"19,1658862",81
2312700,231270,Senador Pompeu (CE),CE,"19,1536075",
2509206,250920,Massaranduba (PB),PB,"19,1493635",
4209607,420960,Lauro Müller (SC),SC,"19,1486694",
2105005,210500,Humberto de Campos (MA),MA,"19,1434219",
5201603,520160,Araçu (GO),GO,"19,1395664",
2106201,210620,Luís Domingues (MA),MA,"19,1363171",
3126901,312690,Frei Inocêncio (MG),MG,"19,1176095",
4119301,411930,Pinhão (PR),PR,"19,1141754",
2411502,241150,Santo Antônio (RN),RN,"19,1109606",
1711100,171110,Itaporã do Tocantins (TO),TO,"19,1100191",
2512804,251280,Riacho dos Cavalos (PB),PB,"19,1082093",
2926905,292690,Rio do Pires (BA),BA,"19,1053077",
2601508,260150,Belém de Maria (PE),PE,"19,0820997",
1301100,130110,Careiro (AM),AM,"19,0766981",
5103254,510325,Colniza (MT),MT,"19,0741948",
3144904,314490,Nova Módica (MG),MG,"19,0715292",
2610202,261020,Panelas (PE),PE,"19,0588391",
4305447,430544,Chuvisca (RS),RS,"19,0527066",
3116506,311650,Claro dos Poções (MG),MG,"19,0520427",
2407500,240750,Maxaranguape (RN),RN,"19,0398711",
2933000,293300,Valente (BA),BA,"19,0392457",
2507408,250740,Jericó (PB),PB,"19,0385608",
3153608,315360,Prudente de Morais (MG),MG,"19,0382254",
2612554,261255,Santa Filomena (PE),PE,"19,0310165",
2930204,293020,Sento Sé (BA),BA,"19,0292720",
2901304,290130,Andaraí (BA),BA,"19,0169107",
2411700,241170,São Bento do Trairí (RN),RN,"19,0139079",
1302900,130290,Maués (AM),AM,"19,0135575",
2503704,250370,Cajazeiras (PB),PB,"19,0125940",
2805208,280520,Pinhão (SE),SE,"19,0093229",
3304755,330475,São Francisco de Itabapoana (RJ),RJ,"19,0069565",80
2307635,230763,Madalena (CE),CE,"19,0057246",
4110607,411060,Iporã (PR),PR,"19,0040779",
3107802,310780,Bom Jesus do Galho (MG),MG,"18,9992609",
1304237,130423,Tonantins (AM),AM,"18,9984701",
2704203,270420,Limoeiro de Anadia (AL),AL,"18,9980966",
4216503,421650,São Joaquim (SC),SC,"18,9861223",
2804458,280445,Nossa Senhora Aparecida (SE),SE,"18,9858763",
3127701,312770,Governador Valadares (MG),MG,"18,9825246",
2933505,293350,Wenceslau Guimarães (BA),BA,"18,9814087",
2111607,211160,São Raimundo das Mangabeiras (MA),MA,"18,9722643",
3305752,330575,Tanguá (RJ),RJ,"18,9605722",79
2206696,220669,Murici dos Portelas (PI),PI,"18,9445220",
2110203,211020,Santa Rita (MA),MA,"18,9410408",
4122701,412270,Sabáudia (PR),PR,"18,9408461",
1506005,150600,Prainha (PA),PA,"18,9406763",
1716604,171660,Peixe (TO),TO,"18,9404153",
3122405,312240,Divisa Nova (MG),MG,"18,9393939",
2901809,290180,Antônio Gonçalves (BA),BA,"18,9371155",
3108701,310870,Brás Pires (MG),MG,"18,9340813",
4127205,412720,Terra Boa (PR),PR,"18,9308023",
2202554,220255,Caridade do Piauí (PI),PI,"18,9288513",
2200459,220045,Alvorada do Gurguéia (PI),PI,"18,9255554",
3521705,352170,Itaberá (SP),SP,"18,9120075",542
2901700,290170,Antônio Cardoso (BA),BA,"18,9093622",
2907509,290750,Catu (BA),BA,"18,9078506",
1301001,130100,Carauari (AM),AM,"18,9067790",
2202703,220270,Cocal (PI),PI,"18,8957668",
3144656,314465,Ninheira (MG),MG,"18,8938722",
2602407,260240,Brejão (PE),PE,"18,8918669",
2305654,230565,Ipaporanga (CE),CE,"18,8897132",
4123204,412320,Santa Cecília do Pavão (PR),PR,"18,8852848",
3153905,315390,Raposos (MG),MG,"18,8845845",
2905909,290590,Campo Alegre de Lourdes (BA),BA,"18,8829183",
2205805,220580,Luzilândia (PI),PI,"18,8821518",
2603900,260390,Carnaíba (PE),PE,"18,8803298",
4306700,430670,Dona Francisca (RS),RS,"18,8746439",
3158805,315880,Santana do Jacaré (MG),MG,"18,8679245",
3538907,353890,Pirajuí (SP),SP,"18,8650264",541
4100202,410020,Adrianópolis (PR),PR,"18,8616071",
2204303,220430,Fronteiras (PI),PI,"18,8608522",
2803302,280330,Japaratuba (SE),SE,"18,8607872",
2511905,251190,Pitimbu (PB),PB,"18,8604209",
4305124,430512,Cerrito (RS),RS,"18,8596491",
3302270,330227,Japeri (RJ),RJ,"18,8537327",78
2900207,290020,Abaré (BA),BA,"18,8532218",
2516151,251615,Sossêgo (PB),PB,"18,8505258",
2708956,270895,Senador Rui Palmeira (AL),AL,"18,8495119",
1301209,130120,Coari (AM),AM,"18,8277216",
3505351,350535,Barra do Chapéu (SP),SP,"18,8254106",540
1505486,150548,Pacajá (PA),PA,"18,8245313",
2607653,260765,Itambé (PE),PE,"18,8222034",
2111201,211120,São José de Ribamar (MA),MA,"18,8191187",
1100080,110008,Costa Marques (RO),RO,"18,8150432",
3162575,316257,São João do Manteninha (MG),MG,"18,8137511",
2703304,270330,Inhapi (AL),AL,"18,8131829",
5200902,520090,Amorinópolis (GO),GO,"18,8129306",
2610400,261040,Parnamirim (PE),PE,"18,8021454",
2502409,250240,Bonito de Santa Fé (PB),PB,"18,7900811",
1200427,120042,Rodrigues Alves (AC),AC,"18,7897836",
2313807,231380,Uruburetama (CE),CE,"18,7894023",
2206654,220665,Morro Cabeça no Tempo (PI),PI,"18,7883389",
3149952,314995,Periquito (MG),MG,"18,7850156",
3134004,313400,Itinga (MG),MG,"18,7774543",
2800308,280030,Aracaju (SE),SE,"18,7733959",
4314308,431430,Pejuçara (RS),RS,"18,7728938",
3122603,312260,Dom Joaquim (MG),MG,"18,7724320",
2111706,211170,São Vicente Ferrer (MA),MA,"18,7686828",
1200104,120010,Brasiléia (AC),AC,"18,7654906",
2515708,251570,Serra Grande (PB),PB,"18,7559354",
1500305,150030,Afuá (PA),PA,"18,7527953",
3100807,310080,Aguanil (MG),MG,"18,7500000",
5107941,510794,Tabaporã (MT),MT,"18,7410432",
3500907,350090,Altair (SP),SP,"18,7387387",539
