codigo_ibge,UF-Município,anomes_s,qtd_pes_pob,qtd_pes_baixa_renda,qtd_pes_acima_meio_sm,total,pop. IBGE 2024,% no cad unico,% pobreza
412360,Pr-Santa Ines,202503,350,165,287,802,1.760,"45,57%","19,89%"
412370,Pr-Santa Isabel do Ivai,202503,793,1361,2045,4199,9.059,"46,35%","8,75%"
412380,Pr-Santa Izabel do Oeste,202503,709,1875,1570,4154,14.385,"28,88%","4,93%"
412382,Pr-Santa Lucia,202503,473,396,482,1351,3.657,"36,94%","12,93%"
412385,Pr-Santa Maria do Oeste,202503,2932,1918,1630,6480,9.985,"64,90%","29,36%"
412390,Pr-Santa Mariana,202503,2035,2285,2546,6866,11.034,"62,23%","18,44%"
412395,Pr-Santa Monica,202503,705,631,743,2079,3.373,"61,64%","20,90%"
412400,Pr-Santana do Itarare,202503,834,962,965,2761,5.628,"49,06%","14,82%"
412402,Pr-Santa Tereza do Oeste,202503,2122,2079,2454,6655,13.749,"48,40%","15,43%"
412405,Pr-Santa Terezinha de Itaipu,202503,2969,3244,4008,10221,25.055,"40,79%","11,85%"
412410,Pr-Santo Antonio da Platina,202503,6450,6615,6724,19789,45.534,"43,46%","14,17%"
412420,Pr-Santo Antonio do Caiua,202503,300,402,699,1401,2.496,"56,13%","12,02%"
412430,Pr-Santo Antonio do Paraiso,202503,299,315,542,1156,2.116,"54,63%","14,13%"
412440,Pr-Santo Antonio do Sudoeste,202503,2591,2972,2774,8337,24.644,"33,83%","10,51%"
412450,Pr-Santo Inacio,202503,189,692,743,1624,6.397,"25,39%","2,95%"
412460,Pr-Sao Carlos do Ivai,202503,1090,929,1145,3164,6.712,"47,14%","16,24%"
412470,Pr-Sao Jeronimo da Serra,202503,2484,1960,1247,5691,10.913,"52,15%","22,76%"
412480,Pr-Sao Joao,202503,815,1410,1922,4147,12.230,"33,91%","6,66%"
412490,Pr-Sao Joao do Caiua,202503,1325,1004,1159,3488,5.620,"62,06%","23,58%"
412500,Pr-Sao Joao do Ivai,202503,1500,1971,2133,5604,10.700,"52,37%","14,02%"
412510,Pr-Sao Joao do Triunfo,202503,1379,2633,2217,6229,13.923,"44,74%","9,90%"
412520,Pr-Sao Jorge D Oeste,202503,349,1556,1847,3752,9.550,"39,29%","3,65%"
412530,Pr-Sao Jorge do Ivai,202503,356,848,968,2172,5.193,"41,83%","6,86%"
412535,Pr-Sao Jorge do Patrocinio,202503,479,714,1344,2537,6.659,"38,10%","7,19%"
412540,Pr-Sao Jose da Boa Vista,202503,867,1132,961,2960,6.060,"48,84%","14,31%"
412545,Pr-Sao Jose das Palmeiras,202503,611,645,909,2165,4.030,"53,72%","15,16%"
412550,Pr-Sao Jose dos Pinhais,202503,37056,33200,42277,112533,345.644,"32,56%","10,72%"
412555,Pr-Sao Manoel do Parana,202503,166,224,456,846,2.173,"38,93%","7,64%"
412560,Pr-Sao Mateus do Sul,202503,2720,7899,6698,17317,43.413,"39,89%","6,27%"
412570,Pr-Sao Miguel do Iguacu,202503,3855,3653,5434,12942,30.198,"42,86%","12,77%"
412575,Pr-Sao Pedro do Iguacu,202503,1322,802,853,2977,5.769,"51,60%","22,92%"
412580,Pr-Sao Pedro do Ivai,202503,1481,1075,1603,4159,8.611,"48,30%","17,20%"
412590,Pr-Sao Pedro do Parana,202503,280,330,535,1145,2.722,"42,06%","10,29%"
412600,Pr-Sao Sebastiao da Amoreira,202503,2068,1326,1251,4645,8.100,"57,35%","25,53%"
412610,Pr-Sao Tome,202503,558,723,875,2156,5.290,"40,76%","10,55%"
412620,Pr-Sapopema,202503,1641,1037,1085,3763,6.784,"55,47%","24,19%"
412625,Pr-Sarandi,202503,7884,11775,14807,34466,125.785,"27,40%","6,27%"
412627,Pr-Saudade do Iguacu,202503,804,1144,1110,3058,6.342,"48,22%","12,68%"
412630,Pr-Senges,202503,1957,3088,3032,8077,17.344,"46,57%","11,28%"
412635,Pr-Serranopolis do Iguacu,202503,410,531,727,1668,5.138,"32,46%","7,98%"
412640,Pr-Sertaneja,202503,496,878,1553,2927,5.667,"51,65%","8,75%"
412650,Pr-Sertanopolis,202503,1601,1789,1660,5050,16.183,"31,21%","9,89%"
412660,Pr-Siqueira Campos,202503,2232,2919,3348,8499,23.712,"35,84%","9,41%"
412665,Pr-Sulina,202503,368,328,410,1106,3.495,"31,65%","10,53%"
412667,Pr-Tamarana,202503,1785,1490,1680,4955,10.645,"46,55%","16,77%"
412670,Pr-Tamboara,202503,618,757,986,2361,4.979,"47,42%","12,41%"
412680,Pr-Tapejara,202503,1539,2049,2804,6392,16.255,"39,32%","9,47%"
412690,Pr-Tapira,202503,752,947,1252,2951,5.813,"50,77%","12,94%"
412700,Pr-Teixeira Soares,202503,2143,1404,1228,4775,9.581,"49,84%","22,37%"
412710,Pr-Telemaco Borba,202503,4400,6176,4884,15460,77.182,"20,03%","5,70%"
412720,Pr-Terra Boa,202503,781,2028,1523,4332,18.048,"24,00%","4,33%"
412730,Pr-Terra Rica,202503,2753,2107,2733,7593,14.989,"50,66%","18,37%"
412740,Pr-Terra Roxa,202503,1502,2307,2651,6460,18.548,"34,83%","8,10%"
412750,Pr-Tibagi,202503,4876,3105,3663,11644,20.304,"57,35%","24,01%"
412760,Pr-Tijucas do Sul,202503,4242,2486,2436,9164,18.279,"50,13%","23,21%"
412770,Pr-Toledo,202503,7553,13303,19160,40016,158.620,"25,23%","4,76%"
412780,Pr-Tomazina,202503,1037,1159,1207,3403,8.495,"40,06%","12,21%"
412785,Pr-Tres Barras do Parana,202503,2227,1462,1856,5545,11.197,"49,52%","19,89%"
412788,Pr-Tunas do Parana,202503,1961,1298,1006,4265,6.302,"67,68%","31,12%"
412790,Pr-Tuneiras do Oeste,202503,1143,1255,1355,3753,8.095,"46,36%","14,12%"
412795,Pr-Tupassi,202503,720,968,1406,3094,8.204,"37,71%","8,78%"
412796,Pr-Turvo,202503,2376,2504,2175,7055,14.443,"48,85%","16,45%"
412800,Pr-Ubirata,202503,4374,2807,4156,11337,25.517,"44,43%","17,14%"
412810,Pr-Umuarama,202503,11555,11215,16580,39350,121.972,"32,26%","9,47%"
412820,Pr-Uniao da Vitoria,202503,5123,6498,6259,17880,56.397,"31,70%","9,08%"
412830,Pr-Uniflor,202503,309,340,418,1067,2.121,"50,31%","14,57%"
412840,Pr-Urai,202503,1932,1130,1646,4708,10.407,"45,24%","18,56%"
412850,Pr-Wenceslau Braz,202503,3820,2227,2340,8387,19.430,"43,17%","19,66%"
412853,Pr-Ventania,202503,1881,1198,1104,4183,9.779,"42,78%","19,24%"
412855,Pr-Vera Cruz do Oeste,202503,540,1340,2281,4161,8.227,"50,58%","6,56%"
412860,Pr-Vere,202503,634,669,738,2041,8.051,"25,35%","7,87%"
412862,Pr-Alto Paraiso,202503,725,532,585,1842,3.077,"59,86%","23,56%"
412863,Pr-Doutor Ulysses,202503,2099,1269,779,4147,5.773,"71,83%","36,36%"
412865,Pr-Virmond,202503,494,721,733,1948,3.842,"50,70%","12,86%"
412870,Pr-Vitorino,202503,1194,952,957,3103,10.280,"30,18%","11,61%"
412880,Pr-Xambre,202503,1064,1026,1495,3585,5.851,"61,27%","18,18%"
420005,Sc-Abdon Batista,202503,434,386,709,1529,2.633,"58,07%","16,48%"
420010,Sc-Abelardo Luz,202503,3724,2070,3572,9366,17.736,"52,81%","21,00%"
420020,Sc-Agrolandia,202503,397,656,583,1636,11.491,"14,24%","3,45%"
420030,Sc-Agronomica,202503,187,247,216,650,6.394,"10,17%","2,92%"
420040,Sc-Agua Doce,202503,162,889,1021,2072,6.625,"31,28%","2,45%"
420050,Sc-Aguas de Chapeco,202503,515,705,827,2047,6.128,"33,40%","8,40%"
420055,Sc-Aguas Frias,202503,88,230,480,798,2.963,"26,93%","2,97%"
420060,Sc-Aguas Mornas,202503,480,320,351,1151,7.082,"16,25%","6,78%"
420070,Sc-Alfredo Wagner,202503,1186,1073,871,3130,10.862,"28,82%","10,92%"
420075,Sc-Alto Bela Vista,202503,43,97,160,300,1.860,"16,13%","2,31%"
420080,Sc-Anchieta,202503,264,492,571,1327,5.984,"22,18%","4,41%"
420090,Sc-Angelina,202503,424,477,503,1404,5.472,"25,66%","7,75%"
420100,Sc-Anita Garibaldi,202503,1762,1027,1181,3970,8.367,"47,45%","21,06%"
420110,Sc-Anitapolis,202503,358,426,334,1118,3.726,"30,01%","9,61%"
420120,Sc-Antonio Carlos,202503,394,657,811,1862,12.118,"15,37%","3,25%"
420125,Sc-Apiuna,202503,347,500,594,1441,10.020,"14,38%","3,46%"
420127,Sc-Arabuta,202503,214,240,409,863,4.487,"19,23%","4,77%"
420130,Sc-Araquari,202503,5394,7011,6626,19031,50.178,"37,93%","10,75%"
420140,Sc-Ararangua,202503,5543,6035,5412,16990,75.597,"22,47%","7,33%"
420150,Sc-Armazem,202503,1039,426,514,1979,9.188,"21,54%","11,31%"
420160,Sc-Arroio Trinta,202503,100,127,365,592,3.628,"16,32%","2,76%"
420165,Sc-Arvoredo,202503,114,199,282,595,2.600,"22,88%","4,38%"
420170,Sc-Ascurra,202503,536,372,436,1344,8.635,"15,56%","6,21%"
420180,Sc-Atalanta,202503,107,189,252,548,3.270,"16,76%","3,27%"
420190,Sc-Aurora,202503,184,193,373,750,7.127,"10,52%","2,58%"
420195,Sc-Balneario Arroio da Silva,202503,3233,1914,2169,7316,17.215,"42,50%","18,78%"
420200,Sc-Balneario Camboriu,202503,6422,7935,12896,27253,148.758,"18,32%","4,32%"
420205,Sc-Balneario Barra do Sul,202503,2281,1638,2017,5936,16.360,"36,28%","13,94%"
420207,Sc-Balneario Gaivota,202503,2403,2100,2628,7131,17.306,"41,21%","13,89%"
420208,Sc-Bandeirante,202503,327,314,512,1153,3.243,"35,55%","10,08%"
420209,Sc-Barra Bonita,202503,181,163,293,637,1.662,"38,33%","10,89%"
420210,Sc-Barra Velha,202503,4715,4947,5529,15191,50.730,"29,94%","9,29%"
420213,Sc-Bela Vista do Toldo,202503,861,999,630,2490,5.950,"41,85%","14,47%"
420215,Sc-Belmonte,202503,176,342,408,926,2.709,"34,18%","6,50%"
420220,Sc-Benedito Novo,202503,309,483,523,1315,10.738,"12,25%","2,88%"
420230,Sc-Biguacu,202503,8179,5951,7061,21191,82.028,"25,83%","9,97%"
420240,Sc-Blumenau,202503,14875,16112,22524,53511,380.597,"14,06%","3,91%"
420243,Sc-Bocaina do Sul,202503,743,427,472,1642,3.618,"45,38%","20,54%"
420245,Sc-Bombinhas,202503,2600,1897,2210,6707,27.732,"24,19%","9,38%"
420250,Sc-Bom Jardim da Serra,202503,1132,478,504,2114,4.028,"52,48%","28,10%"
420253,Sc-Bom Jesus,202503,590,281,442,1313,2.872,"45,72%","20,54%"
420257,Sc-Bom Jesus do Oeste,202503,170,136,148,454,2.234,"20,32%","7,61%"
420260,Sc-Bom Retiro,202503,1404,981,1097,3482,8.468,"41,12%","16,58%"
420270,Sc-Botuvera,202503,286,395,1337,2018,5.623,"35,89%","5,09%"
420280,Sc-Braco do Norte,202503,2445,1919,2019,6383,35.534,"17,96%","6,88%"
420285,Sc-Braco do Trombudo,202503,4,136,76,216,4.203,"5,14%","0,10%"
420287,Sc-Brunopolis,202503,459,316,391,1166,2.466,"47,28%","18,61%"
420290,Sc-Brusque,202503,5965,5604,6287,17856,151.949,"11,75%","3,93%"
420300,Sc-Cacador,202503,6651,7890,14227,28768,75.998,"37,85%","8,75%"
420310,Sc-Caibi,202503,362,606,696,1664,6.431,"25,87%","5,63%"
420315,Sc-Calmon,202503,861,941,1238,3040,3.513,"86,54%","24,51%"
420320,Sc-Camboriu,202503,6440,9799,8060,24299,113.525,"21,40%","5,67%"
420325,Sc-Capao Alto,202503,252,430,378,1060,2.647,"40,05%","9,52%"
420330,Sc-Campo Alegre,202503,911,1344,1904,4159,12.815,"32,45%","7,11%"
420340,Sc-Campo Belo do Sul,202503,1373,1219,1359,3951,7.342,"53,81%","18,70%"
420350,Sc-Campo Ere,202503,2148,859,1054,4061,9.838,"41,28%","21,83%"
420360,Sc-Campos Novos,202503,956,3323,4779,9058,38.656,"23,43%","2,47%"
420370,Sc-Canelinha,202503,3187,846,966,4999,13.413,"37,27%","23,76%"
420380,Sc-Canoinhas,202503,5429,3990,5070,14489,56.721,"25,54%","9,57%"
420390,Sc-Capinzal,202503,709,1329,1407,3445,24.176,"14,25%","2,93%"
420395,Sc-Capivari de Baixo,202503,779,2004,1982,4765,24.799,"19,21%","3,14%"
420400,Sc-Catanduvas,202503,1102,1186,1402,3690,10.938,"33,74%","10,07%"
420410,Sc-Caxambu do Sul,202503,553,423,642,1618,4.732,"34,19%","11,69%"
420415,Sc-Celso Ramos,202503,463,279,422,1164,2.860,"40,70%","16,19%"
420417,Sc-Cerro Negro,202503,783,673,725,2181,3.326,"65,57%","23,54%"
420419,Sc-Chapadao do Lageado,202503,104,164,147,415,3.036,"13,67%","3,43%"
420420,Sc-Chapeco,202503,10667,19206,22424,52297,275.959,"18,95%","3,87%"
420425,Sc-Cocal do Sul,202503,511,709,868,2088,17.912,"11,66%","2,85%"
420430,Sc-Concordia,202503,2417,3846,4325,10588,85.982,"12,31%","2,81%"
420435,Sc-Cordilheira Alta,202503,391,306,474,1171,5.099,"22,97%","7,67%"
420440,Sc-Coronel Freitas,202503,1008,721,950,2679,10.583,"25,31%","9,52%"
420445,Sc-Coronel Martins,202503,140,201,269,610,2.028,"30,08%","6,90%"
420450,Sc-Corupa,202503,1051,799,1060,2910,15.781,"18,44%","6,66%"
420455,Sc-Correia Pinto,202503,2427,1722,1694,5843,16.163,"36,15%","15,02%"
420460,Sc-Criciuma,202503,11747,10151,9982,31880,225.281,"14,15%","5,21%"
420470,Sc-Cunha Pora,202503,443,607,1312,2362,11.208,"21,07%","3,95%"
420475,Sc-Cunhatai,202503,39,58,111,208,2.018,"10,31%","1,93%"
420480,Sc-Curitibanos,202503,5187,4957,6149,16293,41.512,"39,25%","12,50%"
420490,Sc-Descanso,202503,362,437,636,1435,8.660,"16,57%","4,18%"
420500,Sc-Dionisio Cerqueira,202503,1560,1184,1376,4120,15.294,"26,94%","10,20%"
420510,Sc-Dona Emma,202503,118,186,138,442,4.388,"10,07%","2,69%"
420515,Sc-Doutor Pedrinho,202503,112,203,255,570,3.719,"15,33%","3,01%"
420517,Sc-Entre Rios,202503,1226,336,481,2043,3.525,"57,96%","34,78%"
420519,Sc-Ermo,202503,353,248,310,911,2.349,"38,78%","15,03%"
420520,Sc-Erval Velho,202503,34,441,474,949,5.081,"18,68%","0,67%"
420530,Sc-Faxinal dos Guedes,202503,548,956,1158,2662,11.486,"23,18%","4,77%"
420535,Sc-Flor do Sertao,202503,93,147,493,733,1.850,"39,62%","5,03%"
420540,Sc-Florianopolis,202503,34900,39538,44835,119273,576.361,"20,69%","6,06%"
420543,Sc-Formosa do Sul,202503,212,277,352,841,2.743,"30,66%","7,73%"
420545,Sc-Forquilhinha,202503,2614,1842,2329,6785,33.929,"20,00%","7,70%"
420550,Sc-Fraiburgo,202503,3682,3934,6253,13869,34.148,"40,61%","10,78%"
420555,Sc-Frei Rogerio,202503,397,378,364,1139,2.442,"46,64%","16,26%"
420560,Sc-Galvao,202503,550,291,345,1186,3.200,"37,06%","17,19%"
420570,Sc-Garopaba,202503,4111,2764,3188,10063,32.962,"30,53%","12,47%"
420580,Sc-Garuva,202503,843,2320,2623,5786,19.554,"29,59%","4,31%"
420590,Sc-Gaspar,202503,3312,4195,5169,12676,76.982,"16,47%","4,30%"
420600,Sc-Governador Celso Ramos,202503,2406,1220,1377,5003,17.920,"27,92%","13,43%"
420610,Sc-Grao Para,202503,741,575,869,2185,6.397,"34,16%","11,58%"
420620,Sc-Gravatal,202503,733,812,926,2471,12.989,"19,02%","5,64%"
420630,Sc-Guabiruba,202503,1539,1379,1590,4508,26.082,"17,28%","5,90%"
420640,Sc-Guaraciaba,202503,236,533,972,1741,11.040,"15,77%","2,14%"
420650,Sc-Guaramirim,202503,3184,3691,4221,11096,49.941,"22,22%","6,38%"
420660,Sc-Guaruja do Sul,202503,171,432,681,1284,4.899,"26,21%","3,49%"
420665,Sc-Guatambu,202503,587,767,922,2276,9.267,"24,56%","6,33%"
420670,Sc-Herval D Oeste,202503,847,1402,1872,4121,22.173,"18,59%","3,82%"
420675,Sc-Ibiam,202503,356,182,254,792,2.055,"38,54%","17,32%"
420680,Sc-Ibicare,202503,231,200,334,765,3.304,"23,15%","6,99%"
420690,Sc-Ibirama,202503,544,1054,1351,2949,20.663,"14,27%","2,63%"
420700,Sc-Icara,202503,4827,3060,3136,11023,62.455,"17,65%","7,73%"
420710,Sc-Ilhota,202503,1846,1514,1129,4489,18.197,"24,67%","10,14%"
420720,Sc-Imarui,202503,1861,1039,1164,4064,12.127,"33,51%","15,35%"
420730,Sc-Imbituba,202503,4950,3820,3649,12419,56.107,"22,13%","8,82%"
420740,Sc-Imbuia,202503,393,345,582,1320,6.139,"21,50%","6,40%"
420750,Sc-Indaial,202503,2089,2887,3174,8150,76.333,"10,68%","2,74%"
420757,Sc-Iomere,202503,66,218,260,544,2.953,"18,42%","2,24%"
420760,Sc-Ipira,202503,195,265,680,1140,4.635,"24,60%","4,21%"
420765,Sc-Ipora do Oeste,202503,498,436,1336,2270,9.672,"23,47%","5,15%"
420768,Sc-Ipuacu,202503,2037,1276,1123,4436,8.046,"55,13%","25,32%"
420770,Sc-Ipumirim,202503,88,298,408,794,8.065,"9,85%","1,09%"
420775,Sc-Iraceminha,202503,333,254,495,1082,4.005,"27,02%","8,31%"
420780,Sc-Irani,202503,636,1070,1703,3409,10.497,"32,48%","6,06%"
420785,Sc-Irati,202503,215,225,326,766,2.100,"36,48%","10,24%"
420790,Sc-Irineopolis,202503,1598,1084,1026,3708,10.437,"35,53%","15,31%"
420800,Sc-Ita,202503,886,435,841,2162,7.310,"29,58%","12,12%"
420810,Sc-Itaiopolis,202503,1580,1830,1023,4433,22.741,"19,49%","6,95%"
420820,Sc-Itajai,202503,19842,15624,16288,51754,287.289,"18,01%","6,91%"
420830,Sc-Itapema,202503,6188,5069,6376,17633,83.330,"21,16%","7,43%"
420840,Sc-Itapiranga,202503,390,1006,1566,2962,17.149,"17,27%","2,27%"
420845,Sc-Itapoa,202503,3773,3384,3504,10661,34.546,"30,86%","10,92%"
420850,Sc-Ituporanga,202503,1261,1508,1596,4365,28.042,"15,57%","4,50%"
420860,Sc-Jabora,202503,402,378,439,1219,4.435,"27,49%","9,06%"
420870,Sc-Jacinto Machado,202503,942,770,928,2640,10.813,"24,42%","8,71%"
420880,Sc-Jaguaruna,202503,1574,1541,1307,4422,21.284,"20,78%","7,40%"
420890,Sc-Jaragua do Sul,202503,7085,8851,11649,27585,195.753,"14,09%","3,62%"
420895,Sc-Jardinopolis,202503,231,156,285,672,1.808,"37,17%","12,78%"
420900,Sc-Joacaba,202503,1186,1612,2386,5184,31.509,"16,45%","3,76%"
420910,Sc-Joinville,202503,35424,36703,39664,111791,654.888,"17,07%","5,41%"
420915,Sc-Jose Boiteux,202503,859,719,365,1943,6.307,"30,81%","13,62%"
420917,Sc-Jupia,202503,246,300,926,1472,2.675,"55,03%","9,20%"
420920,Sc-Lacerdopolis,202503,22,80,197,299,2.296,"13,02%","0,96%"
420930,Sc-Lages,202503,20904,15489,19585,55978,171.609,"32,62%","12,18%"
420940,Sc-Laguna,202503,3330,3669,4299,11298,43.992,"25,68%","7,57%"
420945,Sc-Lajeado Grande,202503,164,210,449,823,1.771,"46,47%","9,26%"
420950,Sc-Laurentino,202503,388,439,605,1432,8.427,"16,99%","4,60%"
420960,Sc-Lauro Muller,202503,806,1123,1167,3096,14.622,"21,17%","5,51%"
420970,Sc-Lebon Regis,202503,2062,2414,2800,7276,11.605,"62,70%","17,77%"
420980,Sc-Leoberto Leal,202503,200,474,235,909,3.381,"26,89%","5,92%"
420985,Sc-Lindoia do Sul,202503,185,395,589,1169,4.611,"25,35%","4,01%"
420990,Sc-Lontras,202503,232,612,528,1372,13.586,"10,10%","1,71%"
421000,Sc-Luiz Alves,202503,463,901,803,2167,12.126,"17,87%","3,82%"
421003,Sc-Luzerna,202503,65,315,768,1148,5.931,"19,36%","1,10%"
421005,Sc-Macieira,202503,90,190,136,416,1.800,"23,11%","5,00%"
421010,Sc-Mafra,202503,4787,3902,4184,12873,57.023,"22,58%","8,39%"
421020,Sc-Major Gercino,202503,566,381,485,1432,3.258,"43,95%","17,37%"
421030,Sc-Major Vieira,202503,1361,1203,1109,3673,7.545,"48,68%","18,04%"
421040,Sc-Maracaja,202503,703,656,859,2218,8.213,"27,01%","8,56%"
421050,Sc-Maravilha,202503,805,1338,2034,4177,30.155,"13,85%","2,67%"
421055,Sc-Marema,202503,171,107,195,473,2.219,"21,32%","7,71%"
421060,Sc-Massaranduba,202503,747,1001,1003,2751,17.897,"15,37%","4,17%"
421070,Sc-Matos Costa,202503,698,600,1020,2318,2.795,"82,93%","24,97%"
421080,Sc-Meleiro,202503,479,531,499,1509,7.127,"21,17%","6,72%"
421085,Sc-Mirim Doce,202503,54,276,440,770,2.554,"30,15%","2,11%"
421090,Sc-Modelo,202503,231,214,367,812,4.156,"19,54%","5,56%"
421100,Sc-Mondai,202503,130,763,1234,2127,10.216,"20,82%","1,27%"
421105,Sc-Monte Carlo,202503,1005,1853,1598,4456,9.235,"48,25%","10,88%"
421110,Sc-Monte Castelo,202503,2122,918,915,3955,7.787,"50,79%","27,25%"
421120,Sc-Morro da Fumaca,202503,946,1499,1723,4168,19.265,"21,64%","4,91%"
421125,Sc-Morro Grande,202503,294,399,529,1222,3.085,"39,61%","9,53%"
421130,Sc-Navegantes,202503,10086,9289,7544,26919,93.619,"28,75%","10,77%"
421140,Sc-Nova Erechim,202503,472,277,500,1249,5.408,"23,10%","8,73%"
421145,Sc-Nova Itaberaba,202503,307,382,418,1107,4.648,"23,82%","6,60%"
421150,Sc-Nova Trento,202503,912,866,1191,2969,14.252,"20,83%","6,40%"
421160,Sc-Nova Veneza,202503,730,676,744,2150,13.968,"15,39%","5,23%"
421165,Sc-Novo Horizonte,202503,120,235,426,781,2.670,"29,25%","4,49%"
421170,Sc-Orleans,202503,1673,1088,1078,3839,24.474,"15,69%","6,84%"
421175,Sc-Otacilio Costa,202503,1036,1071,1566,3673,17.780,"20,66%","5,83%"
421180,Sc-Ouro,202503,230,305,543,1078,7.091,"15,20%","3,24%"
421185,Sc-Ouro Verde,202503,332,268,274,874,2.203,"39,67%","15,07%"
421187,Sc-Paial,202503,128,178,337,643,1.992,"32,28%","6,43%"
421189,Sc-Painel,202503,407,451,604,1462,2.228,"65,62%","18,27%"
421190,Sc-Palhoca,202503,19700,17614,19319,56633,245.477,"23,07%","8,03%"
421200,Sc-Palma Sola,202503,1037,693,892,2622,7.709,"34,01%","13,45%"
421205,Sc-Palmeira,202503,321,233,296,850,2.640,"32,20%","12,16%"
421210,Sc-Palmitos,202503,822,945,1226,2993,15.812,"18,93%","5,20%"
421220,Sc-Papanduva,202503,1218,1992,1365,4575,19.667,"23,26%","6,19%"
421223,Sc-Paraiso,202503,416,326,546,1288,4.376,"29,43%","9,51%"
421225,Sc-Passo de Torres,202503,2001,1100,896,3997,14.284,"27,98%","14,01%"
421227,Sc-Passos Maia,202503,781,568,1006,2355,4.032,"58,41%","19,37%"
421230,Sc-Paulo Lopes,202503,904,749,727,2380,9.661,"24,64%","9,36%"
421240,Sc-Pedras Grandes,202503,176,313,514,1003,4.343,"23,09%","4,05%"
421250,Sc-Penha,202503,3213,2316,2753,8282,36.124,"22,93%","8,89%"
421260,Sc-Peritiba,202503,38,124,711,873,3.039,"28,73%","1,25%"
421265,Sc-Pescaria Brava,202503,1387,890,991,3268,10.531,"31,03%","13,17%"
421270,Sc-Petrolandia,202503,360,350,507,1217,6.942,"17,53%","5,19%"
421280,Sc-Picarras,202503,3374,2970,2996,9340,29.725,"31,42%","11,35%"
421290,Sc-Pinhalzinho,202503,355,1219,1865,3439,23.379,"14,71%","1,52%"
421300,Sc-Pinheiro Preto,202503,91,416,854,1361,3.598,"37,83%","2,53%"
421310,Sc-Piratuba,202503,223,287,366,876,6.053,"14,47%","3,68%"
421315,Sc-Planalto Alegre,202503,170,445,709,1324,3.053,"43,37%","5,57%"
421320,Sc-Pomerode,202503,109,677,1236,2022,36.392,"5,56%","0,30%"
421330,Sc-Ponte Alta,202503,376,748,968,2092,4.430,"47,22%","8,49%"
421335,Sc-Ponte Alta do Norte,202503,505,531,467,1503,3.249,"46,26%","15,54%"
421340,Sc-Ponte Serrada,202503,1513,1567,1844,4924,10.764,"45,75%","14,06%"
421350,Sc-Porto Belo,202503,1547,1876,2379,5802,30.590,"18,97%","5,06%"
421360,Sc-Porto Uniao,202503,1499,2318,2687,6504,33.727,"19,28%","4,44%"
421370,Sc-Pouso Redondo,202503,529,1164,1266,2959,17.836,"16,59%","2,97%"
421380,Sc-Praia Grande,202503,1416,659,669,2744,8.602,"31,90%","16,46%"
421390,Sc-Presidente Castelo Branco,202503,95,117,150,362,1.711,"21,16%","5,55%"
421400,Sc-Presidente Getulio,202503,560,756,1023,2339,21.293,"10,98%","2,63%"
421410,Sc-Presidente Nereu,202503,119,206,266,591,2.345,"25,20%","5,07%"
421415,Sc-Princesa,202503,160,206,263,629,3.054,"20,60%","5,24%"
421420,Sc-Quilombo,202503,648,542,861,2051,11.359,"18,06%","5,70%"
421430,Sc-Rancho Queimado,202503,51,239,268,558,3.435,"16,24%","1,48%"
421440,Sc-Rio das Antas,202503,736,737,983,2456,6.386,"38,46%","11,53%"
421450,Sc-Rio do Campo,202503,173,678,465,1316,6.613,"19,90%","2,62%"
421460,Sc-Rio do Oeste,202503,32,501,463,996,8.008,"12,44%","0,40%"
421470,Sc-Rio dos Cedros,202503,349,490,591,1430,11.163,"12,81%","3,13%"
421480,Sc-Rio do Sul,202503,3838,3814,4210,11862,76.390,"15,53%","5,02%"
421490,Sc-Rio Fortuna,202503,57,219,208,484,5.006,"9,67%","1,14%"
421500,Sc-Rio Negrinho,202503,3340,2698,3376,9414,40.168,"23,44%","8,32%"
421505,Sc-Rio Rufino,202503,460,302,241,1003,2.432,"41,24%","18,91%"
421507,Sc-Riqueza,202503,310,419,446,1175,4.835,"24,30%","6,41%"
421510,Sc-Rodeio,202503,710,525,767,2002,13.321,"15,03%","5,33%"
421520,Sc-Romelandia,202503,317,394,771,1482,4.757,"31,15%","6,66%"
421530,Sc-Salete,202503,337,398,590,1325,7.643,"17,34%","4,41%"
421535,Sc-Saltinho,202503,448,322,548,1318,3.633,"36,28%","12,33%"
421540,Sc-Salto Veloso,202503,216,318,630,1164,4.486,"25,95%","4,81%"
421545,Sc-Sangao,202503,1110,911,767,2788,13.567,"20,55%","8,18%"
421550,Sc-Santa Cecilia,202503,2686,2168,2393,7247,15.764,"45,97%","17,04%"
421555,Sc-Santa Helena,202503,47,154,523,724,2.473,"29,28%","1,90%"
421560,Sc-Santa Rosa de Lima,202503,98,208,237,543,2.128,"25,52%","4,61%"
421565,Sc-Santa Rosa do Sul,202503,1477,826,898,3201,10.288,"31,11%","14,36%"
421567,Sc-Santa Terezinha,202503,399,634,602,1635,8.077,"20,24%","4,94%"
421568,Sc-Santa Terezinha do Progresso,202503,194,292,668,1154,2.562,"45,04%","7,57%"
421569,Sc-Santiago do Sul,202503,70,60,229,359,1.714,"20,95%","4,08%"
421570,Sc-Santo Amaro da Imperatriz,202503,1532,2008,2358,5898,29.392,"20,07%","5,21%"
421575,Sc-Sao Bernardino,202503,176,448,624,1248,2.719,"45,90%","6,47%"
421580,Sc-Sao Bento do Sul,202503,4121,5326,9094,18541,86.851,"21,35%","4,74%"
421590,Sc-Sao Bonifacio,202503,308,238,210,756,2.986,"25,32%","10,31%"
